x,y,z,class
0.036,-0.832,-0.056,stairs 
0.252,-1.856,-0.02,stairs 
-0.148,-1.916,-0.26,stairs 
-0.08,-0.668,-0.192,stairs 
0.116,-2.048,0.456,stairs 
-0.916,-0.936,0.08,stairs 
-0.704,-1.324,0.084,stairs 
0.24,-0.124,-0.172,stairs 
0.196,0.016,-0.104,stairs 
-0.44,-0.356,0.132,stairs 
-0.448,-0.424,0.1,stairs 
-0.244,-1.056,0.188,stairs 
0.056,-0.928,-0.204,stairs 
-0.028,-0.88,0.04,stairs 
-2.048,-2.048,1.02,stairs 
-0.896,-1.488,0.16,stairs 
1.024,-1.872,-0.168,stairs 
0.412,-1.692,-0.284,stairs 
-0.596,-1.208,0.06,stairs 
-0.512,-2.048,1.816,stairs 
-0.948,-0.9,-0.116,stairs 
-0.512,-0.676,-0.268,stairs 
0.128,-1.568,-0.4,stairs 
-0.18,-1.056,0.088,stairs 
-2.048,-2.048,1.348,stairs 
-1.564,-1.244,0.584,stairs 
-0.552,-0.072,0.112,stairs 
0.452,-1.176,-0.08,stairs 
-0.588,-0.52,-0.152,stairs 
-0.524,-1.308,0.04,stairs 
0.232,0.076,-1.016,stairs 
-0.116,-0.632,0.124,stairs 
-0.124,-0.792,0,stairs 
-0.12,-0.352,-0.172,stairs 
0.144,0.104,-0.152,stairs 
-0.172,-0.32,-0.144,stairs 
-0.34,-0.288,0.116,stairs 
-0.56,-0.92,0.124,stairs 
-0.276,-1.128,-0.088,stairs 
-0.216,-1.144,0.036,stairs 
-0.044,-0.46,-0.072,stairs 
-0.12,-0.224,-0.248,stairs 
-0.188,-2.048,0.268,stairs 
-0.072,0.084,-0.04,stairs 
-0.46,-2.048,0.244,stairs 
0.364,0.092,-0.116,stairs 
-0.348,-2.016,0.072,stairs 
0.208,0.236,-0.032,stairs 
-0.124,-0.84,-0.036,stairs 
-0.12,-1.048,-0.132,stairs 
-0.632,-1.428,0.052,stairs 
-0.372,-1.036,0.02,stairs 
-0.544,-1.724,-0.14,stairs 
-0.684,-1.036,-0.136,stairs 
-0.74,-0.792,-0.3,stairs 
-0.872,-1.088,0.02,stairs 
0,-0.524,-0.184,stairs 
-0.808,-1.928,0.152,stairs 
-0.192,-1.312,0.104,stairs 
-0.28,-2.048,-0.052,stairs 
-0.188,0.384,-0.176,stairs 
-0.392,-2.048,0.316,stairs 
-0.292,-1.288,0.24,stairs 
0.008,-0.06,-0.204,stairs 
-0.512,-1.968,0.192,stairs 
-0.388,-1.372,-0.176,stairs 
-0.22,-1.004,-0.352,stairs 
-0.132,-0.688,-0.324,stairs 
-0.424,-1.752,0.336,stairs 
-0.112,-0.156,-0.012,stairs 
-0.544,-2.048,0.18,stairs 
-0.012,0.184,-0.196,stairs 
0.08,-1.656,0.02,stairs 
-0.484,-1.084,-0.02,stairs 
-0.212,-1.652,-0.148,stairs 
-0.544,-1.204,0.024,stairs 
-0.516,-2.048,0.232,stairs 
-0.128,0.556,-0.212,stairs 
-0.732,-2.048,0.336,stairs 
0.064,0.292,-0.076,stairs 
-0.14,-2.048,0.148,stairs 
-0.012,0.02,-0.024,stairs 
-0.604,-1.976,0.156,stairs 
-0.332,-1.288,-0.02,stairs 
-0.516,-0.756,-0.268,stairs 
-0.256,-1.628,-0.124,stairs 
-0.196,-2.02,0.06,stairs 
-0.316,0.16,-0.04,stairs 
-0.248,-1.74,-0.112,stairs 
-0.044,-0.464,-0.008,stairs 
-0.56,-0.544,-0.04,stairs 
-0.42,-1.256,-0.16,stairs 
-0.06,-1.148,-0.104,stairs 
-0.296,-2.048,0.256,stairs 
-0.012,0.136,-0.152,stairs 
0.008,-2.048,0.08,stairs 
-0.844,0.204,-0.188,stairs 
-0.396,-2.048,0.252,stairs 
-0.192,-0.244,0.08,stairs 
-0.3,-1.384,0.048,stairs 
-0.22,-0.768,0.024,stairs 
-0.424,-0.904,0.252,stairs 
-0.12,-1.032,-0.076,stairs 
-0.16,-2.048,0.332,stairs 
-0.372,-0.556,-0.236,stairs 
0.568,-1.324,-0.168,stairs 
-0.652,-1.9,-0.36,stairs 
-0.212,-1.096,-0.208,stairs 
-0.184,-0.684,0.016,stairs 
-0.124,-0.736,-0.272,stairs 
-0.1,-1.048,0.12,stairs 
0.068,-0.624,-0.068,stairs 
0.164,0.172,-0.212,stairs 
-0.016,0.164,-0.24,stairs 
0.06,0.004,-0.316,stairs 
-0.012,-0.052,-0.06,stairs 
-0.408,-1.424,0.092,stairs 
0.108,-1.04,-0.008,stairs 
0.016,-1.84,0.156,stairs 
0.232,-2.044,-0.196,stairs 
-0.236,-0.8,0.028,stairs 
-0.02,-1.904,-0.368,stairs 
-0.264,-0.896,0.008,stairs 
0.012,-1.108,-0.04,stairs 
-0.76,-0.932,0.16,stairs 
0.008,-1.512,0.06,stairs 
-0.556,-0.38,-0.356,stairs 
-1.068,-1.676,0.176,stairs 
-0.188,-1.052,-0.236,stairs 
-0.34,-1.468,-0.18,stairs 
-0.608,-1.04,0.1,stairs 
-0.18,-1.436,0.188,stairs 
0.068,-1.684,0.06,stairs 
-0.492,-1.008,0.104,stairs 
-0.176,-1.02,-0.076,stairs 
-0.056,-0.62,-0.104,stairs 
-0.092,-1.02,0.032,stairs 
0.1,-0.848,-0.004,stairs 
-0.376,-1.128,-0.112,stairs 
-0.188,-1.404,-0.032,stairs 
-0.424,-1.052,0.012,stairs 
-0.384,-1.448,-0.036,stairs 
0.048,-1.584,-0.344,stairs 
-0.312,-0.436,-0.196,stairs 
-0.352,-0.78,0.264,stairs 
-0.54,-1.044,-0.136,stairs 
-0.448,-0.676,-0.208,stairs 
-0.708,-2.048,-0.128,stairs 
-0.084,-1,-0.216,stairs 
-0.276,-0.956,-0.092,stairs 
-0.06,-0.908,0.016,stairs 
-0.932,-0.804,0.02,stairs 
-0.384,0.004,0.008,stairs 
0.66,-1.356,-0.16,stairs 
0.312,-1.676,-0.424,stairs 
-0.824,-0.632,-0.024,stairs 
-0.272,-1.228,0.164,stairs 
0.164,-0.048,-0.164,stairs 
-0.124,-0.576,-0.008,stairs 
-0.092,-0.912,-0.152,stairs 
-0.144,-1.064,0.032,stairs 
0.2,-2.048,-0.516,stairs 
-0.176,-1.932,-0.512,stairs 
-0.088,-0.212,-0.988,stairs 
-0.128,-0.056,-0.248,stairs 
0.24,-0.684,-0.064,stairs 
-0.008,-0.868,0.28,stairs 
-0.376,-0.88,0.128,stairs 
-0.008,-1.292,-0.076,stairs 
-0.456,0.212,-0.288,stairs 
-0.628,-2.048,0.208,stairs 
-0.476,-0.232,-0.444,stairs 
-0.28,-1.312,0.064,stairs 
-0.164,0.396,-0.32,stairs 
-0.388,-1.32,-0.084,stairs 
-0.372,-1.008,-0.02,stairs 
-0.328,-0.5,-0.024,stairs 
-0.472,-0.368,-0.044,stairs 
-0.46,-0.604,0.036,stairs 
-0.116,-0.2,-0.248,stairs 
-0.372,-1.428,0.228,stairs 
-0.348,-1.444,-0.232,stairs 
-0.344,-1.196,-0.124,stairs 
-0.34,-1.564,0.144,stairs 
0.196,0.204,-0.216,stairs 
-0.164,-1.34,0.056,stairs 
-0.184,-0.86,-0.048,stairs 
-0.64,-0.972,-0.116,stairs 
0.252,-1.532,-0.064,stairs 
0.276,-0.012,-0.12,stairs 
-0.192,-2.048,-0.024,stairs 
0.096,0.208,-0.024,stairs 
-0.036,-2.008,0.148,stairs 
0.048,-1.856,0.416,stairs 
-0.244,-0.864,-0.156,stairs 
-0.636,-0.9,0.088,stairs 
-0.336,-0.336,-0.116,stairs 
-0.14,-0.904,-0.068,stairs 
-0.76,-1.236,0.048,stairs 
-0.748,-1.136,-0.112,stairs 
-0.864,-1.108,-0.152,stairs 
-0.392,-0.172,-0.472,stairs 
-0.6,-0.852,0.188,stairs 
-0.304,-1.98,-0.084,stairs 
-0.328,-0.82,-0.2,stairs 
-0.128,-1.152,0,stairs 
-0.296,-0.94,-0.08,stairs 
-0.428,-0.896,0.056,stairs 
-0.5,-0.36,0.004,stairs 
-0.132,-1.236,-0.06,stairs 
-0.132,-0.704,-0.14,stairs 
-0.324,-1.024,-0.02,stairs 
-0.656,-1.484,0.176,stairs 
-0.204,-0.7,-0.068,stairs 
-0.256,-1.504,0.08,stairs 
-0.296,-0.952,-0.172,stairs 
-0.252,-1.084,0.112,stairs 
0.096,-1.556,-0.168,stairs 
0.036,-1.42,-0.008,stairs 
-0.18,-0.968,0.008,stairs 
-0.668,0.176,0.064,stairs 
-0.392,-2.048,-0.108,stairs 
0.216,-0.516,0,stairs 
-0.476,-1.78,0,stairs 
-0.356,-0.064,-0.052,stairs 
-0.112,-1.196,-0.24,stairs 
-0.356,-0.96,0.032,stairs 
-0.292,-0.88,-0.128,stairs 
-0.336,-0.808,0.032,stairs 
-0.22,-0.372,-0.092,stairs 
-0.952,-1.204,0.384,stairs 
0.252,-0.004,-0.108,stairs 
-0.408,-1.708,-0.032,stairs 
-0.204,-0.22,-0.344,stairs 
-0.392,-0.692,0.004,stairs 
-0.32,-0.96,0.148,stairs 
-0.44,-0.976,0.048,stairs 
0.008,-0.844,-0.1,stairs 
-0.512,-0.64,0.044,stairs 
0.456,-2.048,0.448,stairs 
-0.208,-1.036,-0.156,stairs 
-0.04,-0.296,-0.436,stairs 
-0.244,0.076,0.188,stairs 
-0.352,-1.224,0.028,stairs 
-0.204,-0.576,-0.064,stairs 
-0.232,-0.868,0.212,stairs 
-0.244,-0.804,-0.14,stairs 
-0.412,-0.856,0.032,stairs 
-0.408,-1.38,-0.036,stairs 
0.224,-2.012,0.42,stairs 
0.316,-2.048,-0.18,stairs 
-0.26,-1.864,-0.584,stairs 
-0.288,-0.592,-0.164,stairs 
-0.636,-1.152,0.14,stairs 
0.012,-1.396,-0.028,stairs 
-0.016,-1.084,0.056,stairs 
0.012,-0.492,-0.2,stairs 
0.112,-1.028,0,stairs 
-0.292,-0.488,-0.032,stairs 
0.152,-1.448,-0.008,stairs 
-0.44,-2.048,-0.5,stairs 
0.148,-0.272,-0.144,stairs 
-0.408,-0.424,0.004,stairs 
-0.064,-0.144,-0.196,stairs 
-0.284,-0.988,0.164,stairs 
-0.336,-0.656,-0.164,stairs 
-0.28,-0.984,0.032,stairs 
0.456,-2.048,-0.384,stairs 
-0.244,-1.184,-0.172,stairs 
-0.428,-0.756,-0.508,stairs 
0.072,-1.44,-0.316,stairs 
-0.464,-0.476,-0.388,stairs 
-0.232,-1.272,-0.088,stairs 
-0.4,-0.756,0.08,stairs 
-1.012,-1.54,0.188,stairs 
0.372,-2.048,0.388,stairs 
0.032,-2.048,0.6,stairs 
-0.412,-0.276,0.016,stairs 
-0.156,-2.048,0.756,stairs 
-0.196,-0.568,-0.108,stairs 
0.272,-0.28,-0.24,stairs 
-0.368,-1.004,0.092,stairs 
-0.208,-0.612,-0.088,stairs 
-0.444,-0.92,-0.036,stairs 
-0.696,-0.86,0.024,stairs 
-0.988,-0.788,-0.016,stairs 
0.088,-1.208,-0.188,stairs 
-0.508,-1.868,0.62,stairs 
-0.08,-0.176,-0.496,stairs 
-0.032,-0.256,-0.484,stairs 
-0.28,-1,0.016,stairs 
-0.188,-0.556,-0.184,stairs 
-0.276,-0.844,0.052,stairs 
-0.188,-1.304,-0.02,stairs 
-0.164,-1.02,0.052,stairs 
-0.12,-0.692,-0.004,stairs 
-0.304,-2.012,-0.724,stairs 
-0.004,-0.748,-0.38,stairs 
-0.66,-0.336,-0.032,stairs 
-0.244,-1.472,0.032,stairs 
0.036,-1.584,0.068,stairs 
-0.208,-1.144,0.112,stairs 
-0.292,-1.068,-0.152,stairs 
-0.42,-1.256,0.044,stairs 
-0.272,-0.24,-0.152,stairs 
-0.196,-0.916,-0.136,stairs 
-0.024,0.012,-0.196,stairs 
-0.064,-1.912,0.116,stairs 
-0.42,-2.048,-0.04,stairs 
-0.252,-0.244,0.012,stairs 
-0.204,-1.244,-0.032,stairs 
-0.368,-0.776,-0.164,stairs 
-0.344,-0.58,0.056,stairs 
-0.792,-2.048,0.012,stairs 
-0.544,0.224,0.272,stairs 
-0.348,-1.872,0.308,stairs 
-0.664,-0.376,0.116,stairs 
-0.116,-2.048,0.236,stairs 
-0.364,0.016,-0.22,stairs 
0.068,-1.58,0.048,stairs 
-0.228,-1.076,0.044,stairs 
-0.44,-0.928,-0.072,stairs 
-0.576,-1.328,0.024,stairs 
0.436,-0.164,-0.02,stairs 
-0.476,-1.724,-0.08,stairs 
-0.416,-1.632,-0.064,stairs 
-0.344,-0.444,-0.104,stairs 
-0.524,-1.708,-0.092,stairs 
-0.188,-0.948,-0.1,stairs 
0.212,-0.044,-0.084,stairs 
-0.904,-1.764,0.016,stairs 
-0.632,-2.02,0.052,stairs 
-0.012,0.448,-0.208,stairs 
-0.372,-2.048,0.276,stairs 
0.188,0.356,-0.112,stairs 
-0.28,-0.612,-0.188,stairs 
-0.412,-2.048,0.356,stairs 
-0.3,-0.536,-0.224,stairs 
-0.332,-0.968,0.068,stairs 
-0.144,-1.036,-0.096,stairs 
-0.324,-1.204,0.176,stairs 
-0.084,-0.54,-0.096,stairs 
-0.524,-1.248,0.196,stairs 
0.008,-1.332,-0.208,stairs 
-0.68,-2.048,0.204,stairs 
-0.244,0.056,-0.268,stairs 
-0.268,-1.936,-0.196,stairs 
-0.216,-0.444,-0.124,stairs 
-0.132,-0.604,-0.056,stairs 
-0.94,-1.004,0.244,stairs 
-0.012,-0.912,-0.132,stairs 
-0.72,-1.38,0.284,stairs 
-0.304,-0.928,-0.14,stairs 
-0.44,-2.048,0.252,stairs 
0.176,0.328,-0.22,stairs 
-0.404,-1.832,0.3,stairs 
-0.016,-0.324,-0.148,stairs 
-0.324,-1.92,0.24,stairs 
0.232,-0.632,-0.28,stairs 
-0.388,-1.352,-0.076,stairs 
-0.128,-0.924,-0.148,stairs 
-0.224,-1.28,0.292,stairs 
0.12,-1.332,-0.336,stairs 
-0.432,-2.048,-0.012,stairs 
-0.104,-0.848,0.076,stairs 
-0.24,-1.06,-0.272,stairs 
-0.672,-1.352,0.208,stairs 
-0.156,-1.736,-0.196,stairs 
-0.28,-1.032,-0.004,stairs 
-0.296,-0.968,0.064,stairs 
-0.46,-0.96,0.284,stairs 
-0.036,-1.016,-0.092,stairs 
-0.28,-1.476,0.036,stairs 
0.256,-0.824,-0.128,stairs 
-0.236,-1.972,-0.284,stairs 
0.08,-0.62,-0.06,stairs 
0.68,-0.152,0.072,stairs 
-0.36,-0.808,0.052,stairs 
-0.152,-0.672,-0.16,stairs 
-0.048,-1.096,0.12,stairs 
-0.192,-0.996,-0.16,stairs 
-0.052,-0.996,0.008,stairs 
0.324,-1.948,0.16,stairs 
-0.128,-1.4,0.344,stairs 
0.216,-1.84,0.208,stairs 
0.4,-0.976,-0.2,stairs 
-0.032,-0.32,-0.004,stairs 
-0.528,-0.92,0.08,stairs 
-0.364,-1.208,0.076,stairs 
0.084,-1.056,-0.068,stairs 
-0.396,-0.896,0.024,stairs 
0.188,-0.736,-0.072,stairs 
0.056,-0.864,-0.18,stairs 
0.468,-1.32,-0.22,stairs 
0,-0.544,0.136,stairs 
-0.54,-0.48,-0.004,stairs 
-0.804,-1.792,0.004,stairs 
-0.212,-0.892,-0.1,stairs 
-0.228,-1.52,-0.04,stairs 
-0.508,-1.012,0.092,stairs 
-0.728,-1.9,0.432,stairs 
0.9,-1.46,-0.436,stairs 
0.048,-1.8,0.088,stairs 
0.18,-1.532,0.02,stairs 
-0.068,-0.852,0.064,stairs 
-0.26,-0.936,0.068,stairs 
0.436,-1.456,-0.132,stairs 
-0.172,-0.716,-0.36,stairs 
-0.94,-1.204,0.056,stairs 
-0.592,-0.892,0.12,stairs 
-0.744,-0.628,0.224,stairs 
0.088,0.028,-0.068,stairs 
0.12,0.112,-0.084,stairs 
-0.26,-0.688,-0.016,stairs 
-0.244,-0.864,-0.192,stairs 
-0.312,-0.944,0.068,stairs 
-0.116,-1.292,-0.084,stairs 
-0.264,-0.992,0.028,stairs 
0.048,-1.444,-0.092,stairs 
-0.088,-1.5,-0.056,stairs 
0.376,-0.644,-0.084,stairs 
0.456,-0.972,-0.22,stairs 
-0.728,-2.048,-0.992,stairs 
-0.544,-1.292,0.032,stairs 
0.152,-0.844,-0.012,stairs 
0.096,-0.672,0.012,stairs 
-0.268,-0.752,-0.152,stairs 
-0.764,-2.048,0.288,stairs 
-1.204,-0.288,-0.068,stairs 
-0.7,0.436,-0.284,stairs 
-0.4,-1.296,0.1,stairs 
0.376,-2.048,0.304,stairs 
0.096,-0.904,-0.324,stairs 
-0.328,-0.82,0.012,stairs 
-0.296,-1.124,0.14,stairs 
-0.128,-1.204,-0.244,stairs 
-0.468,-1.26,-0.284,stairs 
-0.508,0.416,-0.28,stairs 
-0.328,-1.4,0.22,stairs 
-1.036,-1.36,-0.036,stairs 
-1.172,-1.4,0.24,stairs 
-1.268,-1.204,0.128,stairs 
-1.112,-1.292,0.076,stairs 
-0.48,-1.92,0.048,stairs 
-0.312,-1.588,0.192,stairs 
-0.248,-1.072,-0.18,stairs 
-0.264,0.092,-0.18,stairs 
0.144,-1.696,-0.048,stairs 
-0.452,-1.288,0.188,stairs 
-0.5,-0.796,0.084,stairs 
-0.664,-2.024,0.168,stairs 
-0.02,0.192,-0.076,stairs 
-0.472,-1.048,0.044,stairs 
-0.184,-1.072,-0.068,stairs 
-0.316,-0.26,0.004,stairs 
-1.036,-1.78,0.244,stairs 
-0.412,-0.196,-0.216,stairs 
-0.46,-2.048,0.036,stairs 
-0.284,-2.048,0.012,stairs 
-0.488,-1.476,0.248,stairs 
-0.108,-0.22,-0.136,stairs 
-0.48,-1.412,-0.352,stairs 
-0.436,-1.064,0.06,stairs 
-0.46,-1.032,-0.108,stairs 
-0.84,-0.784,-0.196,stairs 
-0.772,-1.74,0.372,stairs 
-0.44,-0.356,-0.088,stairs 
0,-1.528,-0.212,stairs 
-0.108,0.2,-0.032,stairs 
-0.196,-0.2,-0.364,stairs 
0.112,-2.048,0.16,stairs 
-0.276,0.724,-1.324,stairs 
-0.356,-1.088,0.076,stairs 
-0.304,-0.804,-0.132,stairs 
-0.46,-0.684,-0.04,stairs 
-0.64,-1.456,-0.004,stairs 
-0.54,-0.344,-0.072,stairs 
-0.424,-1.28,-0.084,stairs 
-0.164,-0.064,-0.148,stairs 
-0.208,-1.48,-0.044,stairs 
-0.304,-1.896,0.26,stairs 
-0.436,0.12,-0.04,stairs 
-0.148,-0.804,-0.144,stairs 
-0.44,-1.54,0.064,stairs 
-0.532,-0.964,-0.332,stairs 
-0.364,-1.52,0.184,stairs 
0,-0.904,0.08,stairs 
-0.452,-1.468,0.072,stairs 
0.136,0.432,-0.164,stairs 
-0.496,-2.048,0.204,stairs 
-0.3,-0.48,-0.136,stairs 
-0.384,-1.108,-0.124,stairs 
0.084,-0.676,-0.128,stairs 
-0.628,-0.6,-0.232,stairs 
-0.84,-1,-0.132,stairs 
-0.412,-1.024,-0.216,stairs 
-0.7,-2.048,0.144,stairs 
0.112,0.712,-0.248,stairs 
-0.068,-2.048,0.3,stairs 
-0.128,-1.06,0.136,stairs 
-1.044,-1.32,0,stairs 
-0.3,-1.024,0.072,stairs 
-0.156,-1.032,0.024,stairs 
-0.428,-0.928,0.044,stairs 
0.056,-0.972,-0.1,stairs 
0.2,-1.456,0.004,stairs 
0.192,-1.036,-0.128,stairs 
-0.18,-0.232,0.112,stairs 
-0.236,-0.728,0.04,stairs 
-2.048,-2.048,1.544,stairs 
0.288,-1.86,-0.408,stairs 
0.124,-0.692,0.052,stairs 
-0.072,-0.98,-0.16,stairs 
-0.148,-0.908,0.024,stairs 
-0.032,-0.78,-0.124,stairs 
-0.244,-1.512,-0.46,stairs 
-0.38,-0.02,-1.088,stairs 
-0.508,-1.712,-0.464,stairs 
0.128,-0.06,-0.692,stairs 
-0.2,-0.516,0.032,stairs 
-0.192,-0.9,-0.168,stairs 
-0.188,-2.048,0.292,stairs 
-0.184,-2.048,0.248,stairs 
-0.364,-0.804,0.028,stairs 
0.56,-1.116,-0.124,stairs 
-0.244,-2.048,-0.056,stairs 
-0.36,-0.496,-0.004,stairs 
0.204,-0.168,-0.168,stairs 
0.016,-0.608,0.004,stairs 
-0.188,-0.268,-0.14,stairs 
-0.064,-1.104,0.056,stairs 
-0.052,-1.024,-0.12,stairs 
-0.22,-1.028,0.092,stairs 
-0.32,-1.536,0.068,stairs 
-0.256,-2.048,-0.224,stairs 
0.26,-1.048,-0.06,stairs 
-0.128,-0.808,-0.236,stairs 
0.248,-0.848,0.008,stairs 
0.172,-1.4,-0.444,stairs 
-0.272,-0.616,0.136,stairs 
-0.536,-1.768,0.104,stairs 
-0.536,-1.312,-0.012,stairs 
-0.012,-0.428,-0.08,stairs 
0.068,-2.048,0.364,stairs 
-0.332,-1.776,-0.356,stairs 
0.076,-0.548,-0.156,stairs 
0.044,0.112,-0.156,stairs 
-0.468,-1.508,-0.056,stairs 
-0.78,-1.384,0.056,stairs 
-0.036,-0.704,-0.288,stairs 
-0.44,-0.556,0.048,stairs 
-0.104,-1.768,0.18,stairs 
-1.488,-1.3,0.708,stairs 
-0.592,-1.928,-0.036,stairs 
-0.776,-0.9,0.016,stairs 
-0.276,-1.116,-0.288,stairs 
-0.324,-0.92,0,stairs 
0.724,-1.24,-0.18,stairs 
0.232,-0.788,-0.072,stairs 
0.18,-0.832,-0.156,stairs 
-0.352,-1.492,-0.052,stairs 
-0.148,-0.812,-0.352,stairs 
0.34,-0.02,-0.2,stairs 
-0.42,-0.5,0.26,stairs 
-0.612,-1.904,0.1,stairs 
-0.016,-1.384,-0.124,stairs 
-0.1,-0.848,-0.196,stairs 
-0.416,-0.64,-0.14,stairs 
-0.2,-2.048,0.284,stairs 
0.02,-0.324,0.256,stairs 
-0.44,-2.048,-0.024,stairs 
0.076,0.192,-0.14,stairs 
-0.392,-2.048,0.136,stairs 
-0.28,-0.152,-0.036,stairs 
0.056,-0.872,-0.064,stairs 
-0.324,0.152,-0.188,stairs 
-0.316,-1.176,-0.052,stairs 
-0.58,-0.8,-0.108,stairs 
-0.412,-2.048,0.256,stairs 
0.16,0.18,-0.188,stairs 
-0.268,-1.92,0.184,stairs 
-0.44,-1.216,0.464,stairs 
0.264,0.08,-0.108,stairs 
-0.3,-1.436,0.112,stairs 
-0.564,-1.1,-0.068,stairs 
-0.404,-1.068,0.008,stairs 
0.148,-0.828,0.064,stairs 
-0.52,-1.308,-0.004,stairs 
-0.772,-0.468,-0.204,stairs 
0.068,-0.136,-0.02,stairs 
-0.944,-2.048,0.14,stairs 
0.076,0.332,-0.068,stairs 
-0.632,-2.048,0.188,stairs 
-0.248,0.108,-0.108,stairs 
-0.168,-1.168,0.064,stairs 
-0.236,-0.54,-0.084,stairs 
-0.228,-0.364,-0.152,stairs 
-1,-1.752,0,stairs 
-0.368,0.452,-0.144,stairs 
-0.44,-2.048,0.12,stairs 
0.152,0.22,-0.048,stairs 
-0.324,-2.048,0.308,stairs 
-0.076,0.184,-0.064,stairs 
0.168,-1.432,0.18,stairs 
-0.244,-1.132,-0.076,stairs 
0.008,-0.972,-0.084,stairs 
-0.292,-1.384,0.272,stairs 
0.148,-1.06,-0.34,stairs 
-0.14,0.148,-0.14,stairs 
-0.44,-2.048,0.056,stairs 
0.128,-0.18,0.112,stairs 
-0.76,-2.048,0.028,stairs 
-0.28,0.272,0.044,stairs 
0.296,-1.872,0.164,stairs 
-0.332,-1.12,0.108,stairs 
-0.252,-0.744,-0.168,stairs 
-0.204,-0.264,-0.104,stairs 
-0.168,-0.324,-0.16,stairs 
0.204,-0.452,0,stairs 
-0.536,-1.76,0.12,stairs 
0.272,0.172,-0.188,stairs 
